Suburb,Type,SellerG,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Latitude,Longtitude,Price
Glenroy,t,Stockdale,3046,2,1,2,202,1,2010,-37.70017,144.92648,530000
Dallas,h,Stockdale,3047,5,3,3,591,281,2008,-37.66746,144.9395,695000
Jacana,h,YPA,3047,4,1,1,692,181,1960,-37.6876,144.91167,650000
Jacana,h,Woodards,3047,3,1,2,647,173,1960,-37.6904,144.9121,600000
Broadmeadows,h,YPA,3047,4,2,2,696,158,1960,-37.68584,144.9315,631000
Broadmeadows,h,YPA,3047,4,1,2,601,150,1960,-37.6848,144.9334,605000
Dallas,h,Barry,3047,4,2,2,585,144,1997,-37.66716,144.93495,600000
Dallas,h,FN,3047,3,2,6,588,144,1990,-37.66673,144.93988,510000
Broadmeadows,h,YPA,3047,3,2,0,660,142,1960,-37.68706,144.93563,620000
Broadmeadows,t,YPA,3047,3,2,2,229,134,2009,-37.68188,144.92893,540000
Jacana,h,YPA,3047,4,3,2,543,124,1960,-37.68946,144.9099,616000
Broadmeadows,t,Barry,3047,3,2,3,248,123.21,2010,-37.68358,144.92387,465000
Jacana,h,YPA,3047,3,1,0,610,121,1955,-37.6885,144.9092,551000
Broadmeadows,h,@Realty,3047,3,1,2,880,120,1975,-37.69336,144.92303,650000
Jacana,h,Stockdale,3047,4,3,1,693,120,1980,-37.68196,144.90661,650000
Jacana,h,Barry,3047,4,1,1,600,120,1960,-37.68725,144.91374,600000
Broadmeadows,h,YPA,3047,3,1,2,594,117,1970,-37.67652,144.91176,595000
Dallas,h,Stockdale,3047,4,2,3,780,117,1970,-37.67024,144.94737,620000
Jacana,h,RW,3047,3,1,1,757,115,1975,-37.6899,144.91092,615000
Broadmeadows,h,YPA,3047,4,1,4,752,115,1960,-37.67641,144.91435,706000
Jacana,h,Barry,3047,3,1,2,600,110,1950,-37.6866,144.9086,350000
Broadmeadows,h,YPA,3047,3,1,0,576,110,1999,-37.69237,144.93144,518500
Dallas,h,YPA,3047,3,1,1,614,110,1965,-37.6754,144.934,505500
Broadmeadows,h,YPA,3047,3,1,1,546,109,2000,-37.67411,144.94677,505000
Dallas,h,Barry,3047,3,1,3,569,108,1965,-37.6706,144.9292,480888
Dallas,h,Barry,3047,3,1,2,560,108,1965,-37.67345,144.92526,475000
Jacana,h,Barry,3047,3,1,2,630,105.23,1970,-37.6822,144.9108,485000
Dallas,h,Stockdale,3047,3,1,2,542,104,1960,-37.67363,144.92733,465000
Broadmeadows,h,Stockdale,3047,2,1,1,803,103,1950,-37.68333,144.92196,770000
Broadmeadows,h,@Realty,3047,4,1,2,604,103,1960,-37.68238,144.92685,560000
Broadmeadows,h,Ray,3047,3,1,4,697,100,1960,-37.68557,144.93156,632000
Broadmeadows,h,YPA,3047,3,1,1,0,100,1960,-37.6841,144.92818,450000
Jacana,h,RW,3047,2,1,1,662,98,1960,-37.68988,144.91113,575500
Dallas,h,YPA,3047,3,1,1,627,97,1960,-37.66781,144.93809,477000
Dallas,h,Barry,3047,3,1,3,565,97,1960,-37.66709,144.94332,520000
Dallas,h,FN,3047,3,2,5,578,96,1960,-37.66698,144.94497,520000
Jacana,h,Morrison,3047,3,1,2,704,94,1950,-37.6845,144.90761,550000
Dallas,h,Stockdale,3047,3,1,1,588,94,1960,-37.667,144.9366,475000
Dallas,h,hockingstuart,3047,3,1,2,615,93,1960,-37.66686,144.93747,434000
Jacana,h,Barry,3047,3,1,3,624,93,1966,-37.6862,144.913,611000
Dallas,h,YPA,3047,3,1,2,552,92,1960,-37.67254,144.94204,515000
Dallas,h,YPA,3047,3,1,3,582,92,1960,-37.67454,144.93339,506000
Broadmeadows,h,YPA,3047,3,1,1,640,92,1965,-37.68187,144.92421,570500
Jacana,h,RW,3047,3,1,3,588,92,1960,-37.68306,144.90928,528000
Jacana,h,Eview,3047,3,1,1,601,92,1960,-37.6889,144.9109,460000
Jacana,h,YPA,3047,3,1,2,598,92,1965,-37.6878,144.9112,495000
Broadmeadows,h,Eview,3047,3,1,4,632,90,1970,-37.69193,144.92779,698000
Jacana,h,Barry,3047,3,1,2,650,90,1975,-37.687,144.9084,425000
Broadmeadows,u,Barry,3047,2,1,1,171,90,2008,-37.68489,144.9212,310000
Jacana,h,YPA,3047,3,1,1,708,90,1960,-37.68825,144.91484,590500
Jacana,t,YPA,3047,2,1,1,165,89,1995,-37.68582,144.91638,390000
Jacana,h,YPA,3047,2,1,2,729,88,1960,-37.6909,144.9136,472500
Jacana,h,Raine,3047,3,1,2,622,87,1960,-37.68908,144.9116,626000
Broadmeadows,h,Love,3047,3,1,1,404,86,1960,-37.69412,144.92005,500000
Broadmeadows,h,YPA,3047,3,1,1,237,86,1960,-37.68957,144.92224,407500
Jacana,h,Stockdale,3047,4,2,4,905,85,1990,-37.68209,144.9067,600000
Broadmeadows,h,RW,3047,3,1,3,690,84,1960,-37.68671,144.93028,642500
Jacana,h,YPA,3047,3,1,1,316,84,1960,-37.69025,144.91467,455000
Jacana,h,YPA,3047,3,1,0,723,76,1960,-37.69064,144.91105,570000
Broadmeadows,h,hockingstuart,3047,3,1,1,341,71,1965,-37.6886,144.92281,386000
Meadow Heights,h,Nelson,3048,3,2,2,452,140,1992,-37.64023,144.91399,482000
Meadow Heights,h,RW,3048,3,2,1,559,140,1980,-37.64049,144.91477,512000
Coolaroo,h,Barry,3048,4,2,2,605,137,1950,-37.66351,144.93204,550000
Meadow Heights,h,YPA,3048,3,2,2,748,136,1990,-37.64477,144.92889,525000
Coolaroo,h,RW,3048,4,1,0,628,132,1970,-37.65776,144.92875,555000
Meadow Heights,h,Stockdale,3048,3,1,2,501,129,1992,-37.64343,144.91193,473000
Meadow Heights,h,Stockdale,3048,3,1,2,798,128,1985,-37.65384,144.92272,520000
Meadow Heights,h,RW,3048,4,3,0,653,122,1985,-37.65155,144.91912,515000
Coolaroo,h,YPA,3048,3,1,2,551,118,1975,-37.65532,144.93393,457000
Meadow Heights,h,YPA,3048,3,1,2,844,115,1975,-37.65171,144.92752,587000
Meadow Heights,h,Barry,3048,3,2,1,470,115,1990,-37.64676,144.91356,480000
Meadow Heights,h,YPA,3048,3,1,2,570,112,1992,-37.64769,144.91359,440000
Meadow Heights,h,RW,3048,3,1,1,631,111,1960,-37.66004,144.92338,520000
Coolaroo,h,Skad,3048,2,1,2,717,108,1970,-37.66368,144.92582,495000
Meadow Heights,t,RW,3048,3,1,1,154,108,2008,-37.64992,144.91883,360000
Meadow Heights,h,Barry,3048,3,1,4,572,105,1980,-37.65905,144.92347,535000
Coolaroo,h,Stockdale,3048,3,1,3,536,104,1975,-37.65704,144.92987,460000
Meadow Heights,h,YPA,3048,3,1,2,578,102,1990,-37.64705,144.91541,525000
Meadow Heights,h,Barry,3048,8,3,1,1063,101,1980,-37.65826,144.92538,741000
Meadow Heights,h,Barry,3048,3,1,1,670,101,1960,-37.65168,144.91868,510000
Meadow Heights,h,Raine,3048,3,1,1,565,98,1975,-37.65702,144.92447,467000
Meadow Heights,h,YPA,3048,3,1,0,682,98,1985,-37.661,144.9229,545000
Meadow Heights,h,Barry,3048,3,1,1,702,96,1970,-37.66059,144.92006,450000
Meadow Heights,h,YPA,3048,3,1,1,784,95,1978,-37.65877,144.91191,370000
Meadow Heights,u,YPA,3048,3,1,1,658,94,1990,-37.64821,144.92527,420000
Coolaroo,h,RW,3048,3,1,1,553,89,1970,-37.66432,144.93536,451000
Attwood,h,Barry,3049,4,2,2,704,278,2000,-37.67061,144.89095,915000
Attwood,h,Barry,3049,4,2,2,600,274,2011,-37.67087,144.87814,840000
Attwood,h,Barry,3049,4,2,2,630,269,2000,-37.6712,144.87911,805000
Westmeadows,h,YPA,3049,4,3,2,544,264,1997,-37.67841,144.87924,821000
Attwood,h,Barry,3049,4,2,2,760,236,1999,-37.67355,144.89234,941000
Westmeadows,h,YPA,3049,4,2,2,563,180,1974,-37.6772,144.8741,755000
Westmeadows,h,Barry,3049,3,2,1,691,177,1975,-37.68026,144.88468,635000
Westmeadows,h,YPA,3049,4,2,5,560,148,1980,-37.68089,144.87403,675000
Westmeadows,h,YPA,3049,3,2,2,898,142,1985,-37.67823,144.90002,800000
Westmeadows,h,Barry,3049,4,2,6,813,140,1960,-37.67631,144.89409,791000
Westmeadows,t,YPA,3049,3,2,2,228,135,2017,-37.67474,144.90624,490000
Westmeadows,h,YPA,3049,3,1,2,531,129,1980,-37.67978,144.87342,620000
Westmeadows,h,Barry,3049,3,1,2,532,122,1975,-37.67949,144.88349,540000
Attwood,h,YPA,3049,4,1,2,656,116,1982,-37.67373,144.89627,714000
Westmeadows,h,Barry,3049,3,1,2,542,107,1970,-37.66948,144.90385,410000
Westmeadows,h,Barry,3049,3,1,2,468,104,1980,-37.68047,144.88503,570000
Attwood,h,Barry,3049,4,2,3,657,36,2004,-37.66884,144.88636,820000
North Melbourne,h,Nelson,3051,4,3,4,310,276,1880,-37.7958,144.944,2920000
North Melbourne,h,Nelson,3051,3,2,1,230,245,1900,-37.7987,144.9434,2161000
North Melbourne,t,Nelson,3051,3,2,1,61,170,1920,-37.8039,144.9424,1000000
North Melbourne,h,Nelson,3051,3,2,0,118,150,1890,-37.7976,144.944,1385000
North Melbourne,h,J,3051,3,1,1,170,147,1990,-37.79074,144.94324,1285000
North Melbourne,h,Nelson,3051,3,2,1,97,139,2011,-37.8014,144.949,1325000
North Melbourne,h,Peter,3051,3,2,2,214,137,2004,-37.79025,144.94093,1270000
North Melbourne,h,W.B.,3051,3,1,0,83,129,1980,-37.7987,144.9497,1340000
North Melbourne,h,Nelson,3051,2,2,1,584,120,2008,-37.8016,144.9508,990000
North Melbourne,t,Jellis,3051,2,2,1,88,119,2010,-37.8018,144.9429,1105000
North Melbourne,h,Jellis,3051,2,1,0,161,106,1960,-37.8043,144.9437,1266000
North Melbourne,h,Jellis,3051,2,2,0,109,100,1900,-37.795,144.942,1010000
North Melbourne,u,W.B.,3051,2,2,1,0,98,1998,-37.8015,144.9526,720000
North Melbourne,u,Alexkarbon,3051,2,2,1,0,96,2012,-37.8009,144.9471,665500
North Melbourne,u,Nelson,3051,2,2,1,0,95,2008,-37.80202,144.95104,785000
North Melbourne,h,Jellis,3051,3,1,1,198,95,1968,-37.8029,144.9459,1485000
North Melbourne,h,Jellis,3051,2,1,0,232,93,1930,-37.7977,144.9512,1470000
North Melbourne,u,Alexkarbon,3051,2,1,1,0,85,2005,-37.8044,144.9566,598000
North Melbourne,u,MICM,3051,2,2,1,0,84,2006,-37.802,144.9459,640000
North Melbourne,u,Nelson,3051,2,1,2,0,84,2000,-37.8022,144.9439,606000
North Melbourne,u,Alexkarbon,3051,2,2,1,1223,81,2011,-37.8006,144.95419,570000
North Melbourne,u,Alexkarbon,3051,2,1,1,0,75,2002,-37.8055,144.9547,630000
North Melbourne,u,Woodards,3051,2,1,1,0,74,1960,-37.7988,144.9475,528500
North Melbourne,u,Jellis,3051,2,1,1,0,73,1900,-37.79999,144.94961,799000
North Melbourne,h,Jellis,3051,2,1,1,111,73,1880,-37.8044,144.9481,885000
North Melbourne,u,W.B.,3051,2,1,1,1588,71,1970,-37.7988,144.9478,450000
North Melbourne,u,LITTLE,3051,2,1,2,0,69,2004,-37.8004,144.9544,620000
North Melbourne,u,Jellis,3051,2,1,1,2300,68,1975,-37.7997,144.9472,560000
North Melbourne,h,JMRE,3051,2,1,0,102,66,1900,-37.79489,144.94207,970000
North Melbourne,u,Jellis,3051,2,1,1,0,65,1970,-37.7994,144.9464,540000
North Melbourne,h,Nelson,3051,2,1,0,114,65,1910,-37.80248,144.94846,1126000
North Melbourne,u,Jellis,3051,2,1,2,1004,65,1971,-37.7926,144.9441,550055
North Melbourne,h,JMRE,3051,2,1,0,89,65,1890,-37.9394,145.089,940000
North Melbourne,u,Jellis,3051,2,1,1,0,64,1970,-37.7936,144.9426,726000
North Melbourne,u,Jellis,3051,1,1,1,0,60,2012,-37.802,144.9516,450000
North Melbourne,u,W.B.,3051,2,1,1,0,57,2006,-37.8044,144.9566,470000
North Melbourne,u,Jellis,3051,1,1,1,1045,55,2011,-37.802,144.9516,410000
North Melbourne,u,Jellis,3051,2,1,2,0,54,1975,-37.7955,144.9492,550000
North Melbourne,u,Nelson,3051,2,1,1,0,53,2004,-37.8044,144.95657,541000
North Melbourne,u,Jellis,3051,2,1,1,0,53,2010,-37.79831,144.94261,465000
North Melbourne,u,Jellis,3051,1,1,1,0,52,2003,-37.8,144.9542,368000
North Melbourne,u,W.B.,3051,1,1,1,0,45,1975,-37.7955,144.9492,320000
North Melbourne,u,Jellis,3051,1,1,1,649,43,1970,-37.7971,144.9448,358000
North Melbourne,u,Woodards,3051,2,1,1,0,1,1970,-37.7976,144.9454,587134
Parkville,h,Nelson,3052,4,2,2,357,249,2009,-37.7767,144.9403,1230000
Parkville,h,Collins,3052,4,2,1,154,196,1890,-37.7934,144.9562,2236000
Parkville,h,Jellis,3052,4,1,0,194,186,1890,-37.7944,144.9542,1928000
Parkville,h,Collins,3052,2,2,1,190,172,1875,-37.7928,144.9575,2200000
Parkville,h,Collins,3052,3,2,1,183,168,1890,-37.7965,144.9543,2675000
Parkville,u,Nelson,3052,3,2,2,2401,132,1980,-37.7818,144.9576,1403000
Parkville,h,Collins,3052,3,2,1,180,120,1890,-37.7961,144.9538,2790000
Parkville,h,Collins,3052,2,1,1,187,102,1890,-37.7939,144.9572,1805000
Parkville,h,Nelson,3052,2,1,0,70,102,1890,-37.7931,144.9565,1265000
Parkville,u,Woodards,3052,3,2,1,2431,70,1999,-37.78212,144.95755,1770000
Parkville,u,Nelson,3052,1,1,1,2488,50,1995,-37.7829,144.9574,526000
Carlton,h,Ascend,3053,4,2,0,132,195,1890,-37.801,144.9656,1630100
Carlton,h,Woodards,3053,4,1,0,152,139,1890,-37.7966,144.9709,1616000
Carlton,t,Collins,3053,3,2,2,2399,138,1998,-37.79782,144.96664,1750000
Carlton,h,Harrington,3053,3,1,1,110,128,1880,-37.79667,144.97204,1263000
Carlton,u,Woodards,3053,2,2,1,0,110,2000,-37.7973,144.9712,995000
Carlton,u,Woodards,3053,2,2,1,0,109,1994,-37.8052,144.9604,860000
Carlton,h,Woodards,3053,2,2,2,100,106,1900,-37.7983,144.9655,1590000
Carlton,h,Woodards,3053,2,1,0,128,92,1890,-37.7996,144.9737,1117000
Carlton,t,Nelson,3053,2,2,1,0,90,1860,-37.7947,144.9724,960000
Carlton,h,Jellis,3053,2,1,0,66,81,1900,-37.8049,144.9644,840000
Carlton,h,Nelson,3053,2,1,1,144,81,1890,-37.7984,144.9738,1170000
Carlton,h,Jellis,3053,3,1,0,96,80,1910,-37.79674,144.96563,1000000
Carlton,u,Nelson,3053,2,1,1,0,72,1994,-37.8009,144.9662,610250
Carlton,u,Nelson,3053,2,1,4,1439,72,2006,-37.79687,144.96685,650000
Carlton,h,hockingstuart,3053,2,1,1,117,71,1890,-37.793,144.9728,720000
Carlton,u,Harrington,3053,2,1,1,0,70,2000,-37.7969,144.9669,705000
Carlton,u,Woodards,3053,2,2,1,0,67,2013,-37.7969,144.9742,600000
Carlton,u,Harrington,3053,2,2,1,0,65,2010,-37.7929,144.9705,500000
Carlton,u,Nelson,3053,2,1,1,0,63,1999,-37.7986,144.9682,589000
Carlton,h,Jellis,3053,2,1,0,101,60,1880,-37.7989,144.9713,1010000
Carlton,u,hockingstuart,3053,1,1,1,0,51,2009,-37.7998,144.9689,490000
Carlton,u,Woodards,3053,1,1,1,0,30.6,1970,-37.79859,144.97336,350000
Carlton North,h,Nelson,3054,4,2,1,515,203,1905,-37.7817,144.9742,3450000
Princes Hill,h,Nelson,3054,3,1,0,204,194,1910,-37.78251,144.96817,1900000
Carlton North,h,Woodards,3054,3,1,2,392,173,1910,-37.7846,144.96995,1650000
Carlton North,h,Kelly,3054,1,2,0,413,172,1900,-37.7875,144.9759,2400000
Carlton North,h,Nelson,3054,4,2,2,504,168,1890,-37.7805,144.9721,2520000
Carlton North,h,Chambers,3054,3,1,2,499,164,1910,-37.7811,144.9715,2950000
Carlton North,h,Woodards,3054,3,1,0,418,163,1920,-37.7808,144.9736,2175000
Carlton North,h,Nelson,3054,4,2,2,207,162,1900,-37.7804,144.9748,1950000
Princes Hill,h,Nelson,3054,4,2,1,256,156,1890,-37.7833,144.9681,1908000
Carlton North,h,Nelson,3054,3,2,0,84,148,1970,-37.7879,144.9736,2050000
Carlton North,h,Ray,3054,4,2,0,538,142,2015,-37.7816,144.9714,2718000
Carlton North,h,Nelson,3054,4,3,0,122,130,1890,-37.7893,144.9696,1425000
Carlton North,h,Nelson,3054,3,1,1,195,123,1890,-37.7831,144.9751,1650000
Princes Hill,h,Woodards,3054,2,1,0,193,112,1890,-37.78092,144.9648,1600000
Carlton North,h,Woodards,3054,2,1,1,193,106,1900,-37.78406,144.97494,1520000
Carlton North,h,Nelson,3054,2,1,1,73,104,2009,-37.7852,144.9719,800000
Carlton North,u,Nelson,3054,2,1,1,0,86,1940,-37.7813,144.9773,520000
Carlton North,h,Woodards,3054,2,1,0,96,80,1880,-37.788,144.96978,1065000
Carlton North,u,hockingstuart,3054,2,1,1,0,76,1975,-37.7902,144.97,570000
Carlton North,u,Nelson,3054,1,1,1,0,56,1970,-37.7798,144.9707,437000
Brunswick West,h,Walshe,3055,2,1,2,501,495,1930,-37.75772,144.94349,1225000
Brunswick West,h,Woodards,3055,5,2,2,510,321,1997,-37.7581,144.9414,1350000
Brunswick West,h,Raine,3055,7,3,1,447,287,1982,-37.7634,144.9403,1205000
Brunswick West,h,Jellis,3055,4,2,3,444,256,1997,-37.7628,144.94011,1500000
Brunswick West,h,Alexkarbon,3055,4,2,2,645,217,1950,-37.76097,144.93933,1268000
Brunswick West,h,Brad,3055,5,1,1,441,202,1940,-37.77242,144.94458,1075000
Brunswick West,h,Jellis,3055,5,2,3,553,193,1920,-37.7576,144.9348,1200000
Brunswick West,h,Jellis,3055,4,2,2,621,184,1920,-37.7764,144.9479,1700000
Brunswick West,h,Nelson,3055,4,2,2,600,180,2004,-37.75465,144.94144,1250000
Brunswick West,t,Barry,3055,4,2,2,263,180,2014,-37.75845,144.93448,950000
Brunswick West,h,Nelson,3055,4,1,2,519,169,1910,-37.7747,144.9474,1150000
Brunswick West,h,Nelson,3055,3,1,1,411,168,1935,-37.7728,144.9478,1095000
Brunswick West,h,Ray,3055,3,1,1,575,165,1930,-37.7575,144.9402,921500
Brunswick West,h,Collins,3055,3,2,2,445,160,1925,-37.76645,144.94133,2350000
Brunswick West,h,Nelson,3055,4,2,2,518,160,1980,-37.7606,144.9499,1205000
Brunswick West,h,Nelson,3055,3,1,0,366,158,1925,-37.76285,144.94346,1345000
Brunswick West,t,Nelson,3055,3,2,2,262,155,2010,-37.7519,144.9324,797500
Brunswick West,h,Nelson,3055,3,2,1,408,155,1920,-37.76007,144.94888,1310000
Brunswick West,h,Nelson,3055,4,3,2,499,150,1925,-37.7538,144.944,970000
Brunswick West,h,Nelson,3055,3,1,1,589,148,1935,-37.7628,144.9459,1000000
Brunswick West,h,Raine,3055,3,2,2,506,146,1960,-37.7561,144.9422,1085000
Brunswick West,h,Brad,3055,3,1,2,717,141,1950,-37.7525,144.9321,910000
Brunswick West,h,Nelson,3055,3,2,1,169,139,1900,-37.7585,144.9504,1100000
Brunswick West,h,Jellis,3055,3,1,2,364,135,1900,-37.7618,144.9497,1300000
Brunswick West,h,Nelson,3055,3,1,2,555,134,1920,-37.76703,144.94235,1211000
Brunswick West,h,Nelson,3055,3,2,4,413,126,1910,-37.76545,144.94442,1010000
Brunswick West,h,Brad,3055,3,1,2,421,126,1930,-37.7676,144.94559,1290000
Brunswick West,h,Jellis,3055,3,1,1,365,123,1920,-37.76259,144.94935,1250000
Brunswick West,t,Ray,3055,3,1,2,157,123,1999,-37.7652,144.9454,815000
Brunswick West,h,Nelson,3055,3,1,1,0,119,1920,-37.7564,144.9422,1190000
Brunswick West,h,Ray,3055,3,1,0,275,119,1935,-37.763,144.9439,793000
Brunswick West,h,Nelson,3055,2,1,2,554,116,1930,-37.7715,144.9426,1315000
Brunswick West,h,Nelson,3055,3,2,1,343,115,1930,-37.7552,144.9458,816000
Brunswick West,h,Woodards,3055,3,1,1,335,113,1940,-37.766,144.945,1220000
Brunswick West,h,Collins,3055,3,1,2,613,112,1950,-37.76883,144.94592,1445000
Brunswick West,h,Nelson,3055,3,3,1,131,109,2008,-37.7559,144.9378,645000
Brunswick West,t,Jellis,3055,2,1,2,120,109,2004,-37.7659,144.9487,735000
Brunswick West,h,Alexkarbon,3055,3,1,2,316,107,1890,-37.76347,144.94509,1250000
Brunswick West,h,Jellis,3055,2,1,1,539,107,1940,-37.77279,144.94069,1150000
Brunswick West,h,Nelson,3055,3,1,1,275,106,1910,-37.75918,144.94829,875000
Brunswick West,h,Woodards,3055,3,1,2,399,105,1950,-37.75744,144.94945,1000000
Brunswick West,t,Nelson,3055,3,1,2,109,104,2010,-37.7609,144.9416,670000
Brunswick West,h,Nelson,3055,3,1,2,353,101,1930,-37.764,144.9428,1330000
Brunswick West,h,Jellis,3055,3,1,1,206,98,1900,-37.7604,144.9488,820000
Brunswick West,h,Brad,3055,3,1,2,349,95,1950,-37.7589,144.9368,810000
Brunswick West,h,hockingstuart,3055,3,1,0,220,93,1930,-37.7659,144.9494,955000
Brunswick West,h,Nelson,3055,2,1,1,177,87,1910,-37.7619,144.9412,711000
Brunswick West,t,Nelson,3055,2,1,1,0,85,1970,-37.7607,144.9393,380000
Brunswick West,u,Hodges,3055,2,1,1,0,84,1977,-37.7647,144.9412,497000
Brunswick West,t,Nelson,3055,2,1,1,0,82,1970,-37.772,144.9406,680000
Brunswick West,h,Nelson,3055,2,1,0,207,77,1950,-37.7622,144.9406,825000
Brunswick West,h,Nelson,3055,2,1,1,207,77,1950,-37.76221,144.94055,835000
Brunswick West,u,Brad,3055,2,1,1,0,75,1970,-37.7595,144.9436,500000
Brunswick West,u,Nelson,3055,2,1,1,0,70,2013,-37.7582,144.94,400500
Brunswick West,u,Peter,3055,2,1,1,0,69,1960,-37.768,144.9408,521500
Brunswick West,u,hockingstuart,3055,2,1,1,1097,67,1970,-37.7686,144.9421,407500
Brunswick West,u,Jellis,3055,2,1,1,501,66,1960,-37.7741,144.9449,537000
Brunswick West,u,Nelson,3055,2,1,1,0,65,1970,-37.7606,144.9443,370000
Brunswick West,u,Jellis,3055,2,1,1,0,65,1970,-37.7686,144.9421,370000
Brunswick West,u,Jellis,3055,2,1,1,0,65,1950,-37.7543,144.9385,484000
Brunswick West,u,Nelson,3055,2,1,1,73,64,1960,-37.7528,144.9368,400000
Brunswick West,u,Jellis,3055,2,1,1,0,62,1970,-37.7676,144.9394,380000
Brunswick West,u,Jellis,3055,2,1,1,0,62,1970,-37.7688,144.9421,385000
Brunswick West,h,Jellis,3055,2,1,1,0,62,1960,-37.7577,144.9354,440000
Brunswick West,u,Jellis,3055,2,1,1,564,60,1970,-37.7665,144.9425,471000
Brunswick West,u,Ray,3055,2,1,1,54,60,1970,-37.75948,144.94758,460000
Brunswick West,u,Ray,3055,2,1,1,2120,59,1960,-37.7524,144.9347,370000
Brunswick West,h,Jellis,3055,2,1,1,0,59,1970,-37.7711,144.9487,545000
Brunswick West,u,RW,3055,2,1,1,559,57,1970,-37.7707,144.9488,640000
Brunswick West,u,Walshe,3055,1,1,1,0,45,1970,-37.7675,144.939,285000
Brunswick West,u,McDonald,3055,1,1,1,0,45,1970,-37.7586,144.9433,252000
Brunswick West,u,Jellis,3055,1,1,1,0,43,1970,-37.7661,144.9422,320000
Brunswick West,u,Walshe,3055,1,1,1,0,42,2000,-37.7586,144.9452,265000
Brunswick West,u,hockingstuart/Advantage,3055,1,1,1,0,42,1970,-37.7748,144.9483,330000
Brunswick West,u,Jellis,3055,1,1,1,406,40,1970,-37.75847,144.94226,312000
Brunswick West,u,Grantham,3055,1,1,0,0,37,1960,-37.7763,144.947,300000
Brunswick West,u,Jellis,3055,1,1,1,1388,36,1970,-37.7684,144.94214,275000
Brunswick,h,Ray,3056,3,1,1,343,1041,1925,-37.7589,144.9529,1053000
Brunswick,h,Jellis,3056,4,2,1,426,425,1915,-37.75474,144.9539,1585000
Brunswick,h,Jellis,3056,5,3,4,957,320,1995,-37.77501,144.95117,2545000
Brunswick,h,Jellis,3056,4,2,2,317,288,2017,-37.75792,144.97218,1820000
Brunswick,h,Nelson,3056,4,2,3,851,287,1940,-37.7637,144.9662,2230000
Brunswick,h,Jellis,3056,5,2,2,555,266,1890,-37.7767,144.9645,2500000
Brunswick,u,Jellis,3056,2,1,1,430,258,2006,-37.7609,144.9623,585000
Brunswick,h,Nelson,3056,4,3,6,733,238,1950,-37.759,144.96623,1790000
Brunswick,h,Jellis,3056,4,3,2,371,223,2014,-37.75782,144.97608,1665000
Brunswick,h,Jellis,3056,4,2,1,460,214,1916,-37.7554,144.9544,1410000
Brunswick,h,Nelson,3056,4,3,2,0,212,2012,-37.775,144.9513,1900000
Brunswick,h,Nelson,3056,4,3,1,365,209,1890,-37.7624,144.9671,1500000
Brunswick,h,Jellis,3056,4,2,2,657,207,1958,-37.7725,144.964,1875000
Brunswick,h,Woodards,3056,4,2,1,373,200,2009,-37.7733,144.9599,1210000
Brunswick,h,Jellis,3056,4,2,1,354,199,1910,-37.7745,144.9523,1755000
Brunswick,h,Jellis,3056,3,1,2,506,196.8,1921,-37.7723,144.9694,1652000
Brunswick,h,Collins,3056,3,2,1,0,195,1945,-37.7763,144.9597,1700000
Brunswick,h,Jellis,3056,4,2,2,236,194,1890,-37.76549,144.96366,1515000
Brunswick,h,hockingstuart,3056,5,3,1,382,192,1900,-37.75996,144.96994,2020000
Brunswick,h,Nelson,3056,4,2,3,461,187,1930,-37.76296,144.97239,1770000
Brunswick,h,Nelson,3056,4,2,1,372,184,1920,-37.76166,144.95065,1350000
Brunswick,h,Raine,3056,3,1,4,479,182,1925,-37.77694,144.96669,1925000
Brunswick,h,Nelson,3056,5,2,2,467,181,1915,-37.75607,144.95562,1530000
Brunswick,h,Nelson,3056,4,2,3,271,180,1900,-37.7769,144.9691,1800000
Brunswick,h,Woodards,3056,4,1,2,678,177,1900,-37.75967,144.97214,1400000
Brunswick,h,Nelson,3056,5,3,1,320,176,1920,-37.75587,144.95246,1150000
Brunswick,h,Nelson,3056,4,2,1,278,174,1880,-37.77081,144.96318,1630000
Brunswick,h,Jellis,3056,4,2,4,650,173.45,1950,-37.7575,144.9716,1385000
Brunswick,h,Nelson,3056,3,2,2,401,167,1920,-37.76491,144.95253,1405000
Brunswick,h,Brad,3056,4,2,1,348,165,1890,-37.76101,144.96948,1520000
Brunswick,h,Jellis,3056,3,2,1,240,162,2005,-37.756,144.9587,976000
Brunswick,h,Peter,3056,3,2,1,239,162,2005,-37.756,144.95869,1105000
Brunswick,h,Ray,3056,3,1,1,483,162,1890,-37.7602,144.9543,1250000
Brunswick,h,Nelson,3056,4,2,1,464,161,1925,-37.762,144.9518,1470000
Brunswick,h,Nelson,3056,2,1,1,159,157,1930,-37.7656,144.9562,755000
Brunswick,h,Nelson,3056,4,2,1,412,156,1920,-37.76043,144.95136,1661000
Brunswick,h,Nelson,3056,4,2,1,281,156,1920,-37.7722,144.9681,1320000
Brunswick,h,Woodards,3056,3,1,1,406,156,1900,-37.77655,144.96325,1275000
Brunswick,u,Dingle,3056,3,2,1,122,152,2000,-37.7697,144.9649,880000
Brunswick,h,Nelson,3056,3,2,3,470,152,1920,-37.7788,144.9688,1691500
Brunswick,h,Nelson,3056,4,1,1,370,151,1940,-37.7728,144.9639,1350000
Brunswick,h,Nelson,3056,3,1,0,325,150,1920,-37.7621,144.9595,1510000
Brunswick,h,Nelson,3056,3,1,2,495,141,1920,-37.7702,144.9672,1650000
